,title,description,URL,Date Published,Publisher,published_year,Published Month,Description
42,NCSC Issues Cyber Warning Over AI Chatbots - Infosecurity Magazine,"<a href=""https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LmluZm9zZWN1cml0eS1tYWdhemluZS5jb20vbmV3cy9uY3NjLWN5YmVyLXdhcm5pbmctYWktY2hhdGJvdHMv0gEA?oc=5"" target=""_blank"">NCSC Issues Cyber Warning Over AI Chatbots</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Infosecurity Magazine</font>",https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LmluZm9zZWN1cml0eS1tYWdhemluZS5jb20vbmV3cy9uY3NjLWN5YmVyLXdhcm5pbmctYWktY2hhdGJvdHMv0gEA?oc=5,2023-08-30 07:00:00+00:00,Infosecurity Magazine,2023.0,2023-08,
43,MITRE partners with Microsoft to address generative AI security risks - Help Net Security,"<a href=""https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3LmhlbHBuZXRzZWN1cml0eS5jb20vMjAyMy8xMS8wNi9taXRyZS1taWNyb3NvZnQtcGFydG5lcnNoaXAv0gEA?oc=5"" target=""_blank"">MITRE partners with Microsoft to address generative AI security risks</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Help Net Security</font>",https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3LmhlbHBuZXRzZWN1cml0eS5jb20vMjAyMy8xMS8wNi9taXRyZS1taWNyb3NvZnQtcGFydG5lcnNoaXAv0gEA?oc=5,2023-11-06 08:00:00+00:00,Help Net Security,2023.0,2023-11,
44,"A Flaw in Millions of Apple, AMD, and Qualcomm GPUs Could Expose AI Data - WIRED","<a href=""https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vd3d3LndpcmVkLmNvbS9zdG9yeS9sZWZ0b3ZlcmxvY2Fscy1ncHUtdnVsbmVyYWJpbGl0eS1nZW5lcmF0aXZlLWFpL9IBAA?oc=5"" target=""_blank"">A Flaw in Millions of Apple, AMD, and Qualcomm GPUs Could Expose AI Data</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WIRED</font>",https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vd3d3LndpcmVkLmNvbS9zdG9yeS9sZWZ0b3ZlcmxvY2Fscy1ncHUtdnVsbmVyYWJpbGl0eS1nZW5lcmF0aXZlLWFpL9IBAA?oc=5,2024-01-16 08:00:00+00:00,WIRED,2024.0,2024-01,
45,"LeftoverLocals Attack Let Attackers Steal AI Data From Apple, Qualcomm & AMD GPUs - CybersecurityNews","<a href=""https://news.google.com/rss/articles/CBMiNGh0dHBzOi8vY3liZXJzZWN1cml0eW5ld3MuY29tL2xlZnRvdmVybG9jYWxzLWF0dGFjay_SAThodHRwczovL2N5YmVyc2VjdXJpdHluZXdzLmNvbS9sZWZ0b3ZlcmxvY2Fscy1hdHRhY2svYW1wLw?oc=5"" target=""_blank"">LeftoverLocals Attack Let Attackers Steal AI Data From Apple, Qualcomm & AMD GPUs</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CybersecurityNews</font>",https://news.google.com/rss/articles/CBMiNGh0dHBzOi8vY3liZXJzZWN1cml0eW5ld3MuY29tL2xlZnRvdmVybG9jYWxzLWF0dGFjay_SAThodHRwczovL2N5YmVyc2VjdXJpdHluZXdzLmNvbS9sZWZ0b3ZlcmxvY2Fscy1hdHRhY2svYW1wLw?oc=5,2024-01-18 08:00:00+00:00,CybersecurityNews,2024.0,2024-01,
46,This AI Paper Introduces RuLES: A New Machine Learning Framework for Assessing Rule-Adherence in Large Language Models Against Adversarial Attacks - MarkTechPost,"<a href=""https://news.google.com/rss/articles/CBMiugFodHRwczovL3d3dy5tYXJrdGVjaHBvc3QuY29tLzIwMjMvMTEvMTEvdGhpcy1haS1wYXBlci1pbnRyb2R1Y2VzLXJ1bGVzLWEtbmV3LW1hY2hpbmUtbGVhcm5pbmctZnJhbWV3b3JrLWZvci1hc3Nlc3NpbmctcnVsZS1hZGhlcmVuY2UtaW4tbGFyZ2UtbGFuZ3VhZ2UtbW9kZWxzLWFnYWluc3QtYWR2ZXJzYXJpYWwtYXR0YWNrcy_SAb4BaHR0cHM6Ly93d3cubWFya3RlY2hwb3N0LmNvbS8yMDIzLzExLzExL3RoaXMtYWktcGFwZXItaW50cm9kdWNlcy1ydWxlcy1hLW5ldy1tYWNoaW5lLWxlYXJuaW5nLWZyYW1ld29yay1mb3ItYXNzZXNzaW5nLXJ1bGUtYWRoZXJlbmNlLWluLWxhcmdlLWxhbmd1YWdlLW1vZGVscy1hZ2FpbnN0LWFkdmVyc2FyaWFsLWF0dGFja3MvP2FtcA?oc=5"" target=""_blank"">This AI Paper Introduces RuLES: A New Machine Learning Framework for Assessing Rule-Adherence in Large Language Models Against Adversarial Attacks</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MarkTechPost</font>",https://news.google.com/rss/articles/CBMiugFodHRwczovL3d3dy5tYXJrdGVjaHBvc3QuY29tLzIwMjMvMTEvMTEvdGhpcy1haS1wYXBlci1pbnRyb2R1Y2VzLXJ1bGVzLWEtbmV3LW1hY2hpbmUtbGVhcm5pbmctZnJhbWV3b3JrLWZvci1hc3Nlc3NpbmctcnVsZS1hZGhlcmVuY2UtaW4tbGFyZ2UtbGFuZ3VhZ2UtbW9kZWxzLWFnYWluc3QtYWR2ZXJzYXJpYWwtYXR0YWNrcy_SAb4BaHR0cHM6Ly93d3cubWFya3RlY2hwb3N0LmNvbS8yMDIzLzExLzExL3RoaXMtYWktcGFwZXItaW50cm9kdWNlcy1ydWxlcy1hLW5ldy1tYWNoaW5lLWxlYXJuaW5nLWZyYW1ld29yay1mb3ItYXNzZXNzaW5nLXJ1bGUtYWRoZXJlbmNlLWluLWxhcmdlLWxhbmd1YWdlLW1vZGVscy1hZ2FpbnN0LWFkdmVyc2FyaWFsLWF0dGFja3MvP2FtcA?oc=5,2023-11-11 08:00:00+00:00,MarkTechPost,2023.0,2023-11,
47,"Generative AI Apps Prone to Compromise, Manipulation - Dark Reading","<a href=""https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmRhcmtyZWFkaW5nLmNvbS9hcHBsaWNhdGlvbi1zZWN1cml0eS9jaGF0Z3B0LW90aGVyLWdlbmVyYXRpdmUtYWktYXBwcy1wcm9uZS10by1jb21wcm9taXNlLW1hbmlwdWxhdGlvbtIBAA?oc=5"" target=""_blank"">Generative AI Apps Prone to Compromise, Manipulation</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Dark Reading</font>",https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmRhcmtyZWFkaW5nLmNvbS9hcHBsaWNhdGlvbi1zZWN1cml0eS9jaGF0Z3B0LW90aGVyLWdlbmVyYXRpdmUtYWktYXBwcy1wcm9uZS10by1jb21wcm9taXNlLW1hbmlwdWxhdGlvbtIBAA?oc=5,2023-07-25 07:00:00+00:00,Dark Reading,2023.0,2023-07,
48,"What is a Prompt Injection Attack? Definition, Examples, Prevention - Techopedia","<a href=""https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vd3d3LnRlY2hvcGVkaWEuY29tL2RlZmluaXRpb24vcHJvbXB0LWluamVjdGlvbi1hdHRhY2vSAQA?oc=5"" target=""_blank"">What is a Prompt Injection Attack? Definition, Examples, Prevention</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Techopedia</font>",https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vd3d3LnRlY2hvcGVkaWEuY29tL2RlZmluaXRpb24vcHJvbXB0LWluamVjdGlvbi1hdHRhY2vSAQA?oc=5,2023-09-12 07:00:00+00:00,Techopedia,2023.0,2023-09,
49,Hackers Compromised ChatGPT Model with Indirect Prompt Injection - GBHackers,"<a href=""https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vZ2JoYWNrZXJzLmNvbS9oYWNrZXJzLWNvbXByb21pc2VkLWNoYXRncHQtbW9kZWwv0gE8aHR0cHM6Ly9nYmhhY2tlcnMuY29tL2hhY2tlcnMtY29tcHJvbWlzZWQtY2hhdGdwdC1tb2RlbC9hbXAv?oc=5"" target=""_blank"">Hackers Compromised ChatGPT Model with Indirect Prompt Injection</a>&nbsp;&nbsp;<font color=""#6f6f6f"">GBHackers</font>",https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vZ2JoYWNrZXJzLmNvbS9oYWNrZXJzLWNvbXByb21pc2VkLWNoYXRncHQtbW9kZWwv0gE8aHR0cHM6Ly9nYmhhY2tlcnMuY29tL2hhY2tlcnMtY29tcHJvbWlzZWQtY2hhdGdwdC1tb2RlbC9hbXAv?oc=5,2023-08-12 07:00:00+00:00,GBHackers,2023.0,2023-08,
50,New ChatGPT Attack Technique Spreads Malicious Packages - Infosecurity Magazine,"<a href=""https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LmluZm9zZWN1cml0eS1tYWdhemluZS5jb20vbmV3cy9jaGF0Z3B0LXNwcmVhZHMtbWFsaWNpb3VzLXBhY2thZ2VzL9IBAA?oc=5"" target=""_blank"">New ChatGPT Attack Technique Spreads Malicious Packages</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Infosecurity Magazine</font>",https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LmluZm9zZWN1cml0eS1tYWdhemluZS5jb20vbmV3cy9jaGF0Z3B0LXNwcmVhZHMtbWFsaWNpb3VzLXBhY2thZ2VzL9IBAA?oc=5,2023-06-06 07:00:00+00:00,Infosecurity Magazine,2023.0,2023-06,
51,Trend Micro discloses 'silent threat' flaws in Azure ML - TechTarget,"<a href=""https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnRlY2h0YXJnZXQuY29tL3NlYXJjaHNlY3VyaXR5L25ld3MvMzY2NTQ3NzEzL1RyZW5kLU1pY3JvLWRpc2Nsb3Nlcy1zaWxlbnQtdGhyZWF0LWZsYXdzLWluLUF6dXJlLU1M0gEA?oc=5"" target=""_blank"">Trend Micro discloses 'silent threat' flaws in Azure ML</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TechTarget</font>",https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnRlY2h0YXJnZXQuY29tL3NlYXJjaHNlY3VyaXR5L25ld3MvMzY2NTQ3NzEzL1RyZW5kLU1pY3JvLWRpc2Nsb3Nlcy1zaWxlbnQtdGhyZWF0LWZsYXdzLWluLUF6dXJlLU1M0gEA?oc=5,2023-08-10 07:00:00+00:00,TechTarget,2023.0,2023-08,
52,Protect AI introduces three open-source software tools designed to secure AI/ML environments - Help Net Security,"<a href=""https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vd3d3LmhlbHBuZXRzZWN1cml0eS5jb20vMjAyMy8xMC8wNS9wcm90ZWN0LWFpLW9zcy10b29scy_SAQA?oc=5"" target=""_blank"">Protect AI introduces three open-source software tools designed to secure AI/ML environments</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Help Net Security</font>",https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vd3d3LmhlbHBuZXRzZWN1cml0eS5jb20vMjAyMy8xMC8wNS9wcm90ZWN0LWFpLW9zcy10b29scy_SAQA?oc=5,2023-10-05 07:00:00+00:00,Help Net Security,2023.0,2023-10,
53,Thinking about the security of AI systems - NCSC.GOV.UK - National Cyber Security Centre,"<a href=""https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3Lm5jc2MuZ292LnVrL2Jsb2ctcG9zdC90aGlua2luZy1hYm91dC1zZWN1cml0eS1haS1zeXN0ZW1z0gEA?oc=5"" target=""_blank"">Thinking about the security of AI systems - NCSC.GOV.UK</a>&nbsp;&nbsp;<font color=""#6f6f6f"">National Cyber Security Centre</font>",https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3Lm5jc2MuZ292LnVrL2Jsb2ctcG9zdC90aGlua2luZy1hYm91dC1zZWN1cml0eS1haS1zeXN0ZW1z0gEA?oc=5,2023-08-30 07:00:00+00:00,National Cyber Security Centre,2023.0,2023-08,
54,DEF CON Generative AI Hacking Challenge Explored Cutting Edge of Security Vulnerabilities - TechRepublic,"<a href=""https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LnRlY2hyZXB1YmxpYy5jb20vYXJ0aWNsZS9kZWYtY29uLWhhY2tlcnMtZ2VuZXJhdGl2ZS1haS_SAQA?oc=5"" target=""_blank"">DEF CON Generative AI Hacking Challenge Explored Cutting Edge of Security Vulnerabilities</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TechRepublic</font>",https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LnRlY2hyZXB1YmxpYy5jb20vYXJ0aWNsZS9kZWYtY29uLWhhY2tlcnMtZ2VuZXJhdGl2ZS1haS_SAQA?oc=5,2023-08-29 07:00:00+00:00,TechRepublic,2023.0,2023-08,
55,Can AI really be protected from text-based attacks? - TechCrunch,"<a href=""https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMy8wMi8yNC9jYW4tbGFuZ3VhZ2UtbW9kZWxzLXJlYWxseS1iZS1wcm90ZWN0ZWQtZnJvbS10ZXh0LWJhc2VkLWF0dGFja3Mv0gFmaHR0cHM6Ly90ZWNoY3J1bmNoLmNvbS8yMDIzLzAyLzI0L2Nhbi1sYW5ndWFnZS1tb2RlbHMtcmVhbGx5LWJlLXByb3RlY3RlZC1mcm9tLXRleHQtYmFzZWQtYXR0YWNrcy9hbXAv?oc=5"" target=""_blank"">Can AI really be protected from text-based attacks?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TechCrunch</font>",https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMy8wMi8yNC9jYW4tbGFuZ3VhZ2UtbW9kZWxzLXJlYWxseS1iZS1wcm90ZWN0ZWQtZnJvbS10ZXh0LWJhc2VkLWF0dGFja3Mv0gFmaHR0cHM6Ly90ZWNoY3J1bmNoLmNvbS8yMDIzLzAyLzI0L2Nhbi1sYW5ndWFnZS1tb2RlbHMtcmVhbGx5LWJlLXByb3RlY3RlZC1mcm9tLXRleHQtYmFzZWQtYXR0YWNrcy9hbXAv?oc=5,2023-02-24 08:00:00+00:00,TechCrunch,2023.0,2023-02,
56,"Hashtag Trending Nov.14-Intel ignores security vulnerability, faces class action lawsuit; Microsoft devises new way to improve LLM’s reasoning; HPE, Nvidia offer building blocks to a supercomputer - IT World Canada","<a href=""https://news.google.com/rss/articles/CBMi6AFodHRwczovL3d3dy5pdHdvcmxkY2FuYWRhLmNvbS9hcnRpY2xlL2hhc2h0YWctdHJlbmRpbmctbm92LTE0LWludGVsLWlnbm9yZXMtc2VjdXJpdHktdnVsbmVyYWJpbGl0eS1mYWNlcy1jbGFzcy1hY3Rpb24tbGF3c3VpdC1taWNyb3NvZnQtZGV2aXNlcy1uZXctd2F5LXRvLWltcHJvdmUtbGxtcy1yZWFzb25pbmctaHBlLW52aWRpYS1vZmZlci1idWlsZGluZy1ibG9ja3MtdG8tYS1zdXBlcmNvbXAvNTUyNjYy0gHuAWh0dHBzOi8vd3d3Lml0d29ybGRjYW5hZGEuY29tL2FydGljbGUvaGFzaHRhZy10cmVuZGluZy1ub3YtMTQtaW50ZWwtaWdub3Jlcy1zZWN1cml0eS12dWxuZXJhYmlsaXR5LWZhY2VzLWNsYXNzLWFjdGlvbi1sYXdzdWl0LW1pY3Jvc29mdC1kZXZpc2VzLW5ldy13YXktdG8taW1wcm92ZS1sbG1zLXJlYXNvbmluZy1ocGUtbnZpZGlhLW9mZmVyLWJ1aWxkaW5nLWJsb2Nrcy10by1hLXN1cGVyY29tcC81NTI2NjI_YW1wPTE?oc=5"" target=""_blank"">Hashtag Trending Nov.14-Intel ignores security vulnerability, faces class action lawsuit; Microsoft devises new way to improve LLM’s reasoning; HPE, Nvidia offer building blocks to a supercomputer</a>&nbsp;&nbsp;<font color=""#6f6f6f"">IT World Canada</font>",https://news.google.com/rss/articles/CBMi6AFodHRwczovL3d3dy5pdHdvcmxkY2FuYWRhLmNvbS9hcnRpY2xlL2hhc2h0YWctdHJlbmRpbmctbm92LTE0LWludGVsLWlnbm9yZXMtc2VjdXJpdHktdnVsbmVyYWJpbGl0eS1mYWNlcy1jbGFzcy1hY3Rpb24tbGF3c3VpdC1taWNyb3NvZnQtZGV2aXNlcy1uZXctd2F5LXRvLWltcHJvdmUtbGxtcy1yZWFzb25pbmctaHBlLW52aWRpYS1vZmZlci1idWlsZGluZy1ibG9ja3MtdG8tYS1zdXBlcmNvbXAvNTUyNjYy0gHuAWh0dHBzOi8vd3d3Lml0d29ybGRjYW5hZGEuY29tL2FydGljbGUvaGFzaHRhZy10cmVuZGluZy1ub3YtMTQtaW50ZWwtaWdub3Jlcy1zZWN1cml0eS12dWxuZXJhYmlsaXR5LWZhY2VzLWNsYXNzLWFjdGlvbi1sYXdzdWl0LW1pY3Jvc29mdC1kZXZpc2VzLW5ldy13YXktdG8taW1wcm92ZS1sbG1zLXJlYXNvbmluZy1ocGUtbnZpZGlhLW9mZmVyLWJ1aWxkaW5nLWJsb2Nrcy10by1hLXN1cGVyY29tcC81NTI2NjI_YW1wPTE?oc=5,2023-11-14 08:00:00+00:00,IT World Canada,2023.0,2023-11,
57,Next Frontier of Cybersecurity: Guarding against Generative AI - Analytics India Magazine,"<a href=""https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vYW5hbHl0aWNzaW5kaWFtYWcuY29tL25leHQtZnJvbnRpZXItb2YtY3liZXJzZWN1cml0eS1ndWFyZGluZy1hZ2FpbnN0LWdlbmVyYXRpdmUtYWkv0gEA?oc=5"" target=""_blank"">Next Frontier of Cybersecurity: Guarding against Generative AI</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Analytics India Magazine</font>",https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vYW5hbHl0aWNzaW5kaWFtYWcuY29tL25leHQtZnJvbnRpZXItb2YtY3liZXJzZWN1cml0eS1ndWFyZGluZy1hZ2FpbnN0LWdlbmVyYXRpdmUtYWkv0gEA?oc=5,2023-07-04 07:00:00+00:00,Analytics India Magazine,2023.0,2023-07,
58,OpenAI's leadership drama underscores why its GPT model security needs fixing - VentureBeat,"<a href=""https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vdmVudHVyZWJlYXQuY29tL2FpL29wZW5haXMtbGVhZGVyc2hpcC1kcmFtYS11bmRlcnNjb3Jlcy13aHktaXRzLWdwdC1tb2RlbC1zZWN1cml0eS1uZWVkcy1maXhpbmcv0gEA?oc=5"" target=""_blank"">OpenAI's leadership drama underscores why its GPT model security needs fixing</a>&nbsp;&nbsp;<font color=""#6f6f6f"">VentureBeat</font>",https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vdmVudHVyZWJlYXQuY29tL2FpL29wZW5haXMtbGVhZGVyc2hpcC1kcmFtYS11bmRlcnNjb3Jlcy13aHktaXRzLWdwdC1tb2RlbC1zZWN1cml0eS1uZWVkcy1maXhpbmcv0gEA?oc=5,2023-11-19 08:00:00+00:00,VentureBeat,2023.0,2023-11,
59,AI researchers say they've found a way to jailbreak Bard and ChatGPT - Cointelegraph,"<a href=""https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vY29pbnRlbGVncmFwaC5jb20vbmV3cy9yZXNlYXJjaGVycy1jbGFpbS1tZXRob2QtdG8tamFpbGJyZWFrLWFpLWNoYXRib3RzLWxsbS1jaGF0Z3B0LWJhcmTSAQA?oc=5"" target=""_blank"">AI researchers say they've found a way to jailbreak Bard and ChatGPT</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Cointelegraph</font>",https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vY29pbnRlbGVncmFwaC5jb20vbmV3cy9yZXNlYXJjaGVycy1jbGFpbS1tZXRob2QtdG8tamFpbGJyZWFrLWFpLWNoYXRib3RzLWxsbS1jaGF0Z3B0LWJhcmTSAQA?oc=5,2023-07-28 07:00:00+00:00,Cointelegraph,2023.0,2023-07,
60,Hackers Use ChatGPT to Conduct Cyber Attacks - Europol - CybersecurityNews,"<a href=""https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vY3liZXJzZWN1cml0eW5ld3MuY29tL2hhY2tlcnMtdXNlLWNoYXRncHQtdG8tY29uZHVjdC1jeWJlci1hdHRhY2tzL9IBAA?oc=5"" target=""_blank"">Hackers Use ChatGPT to Conduct Cyber Attacks - Europol</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CybersecurityNews</font>",https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vY3liZXJzZWN1cml0eW5ld3MuY29tL2hhY2tlcnMtdXNlLWNoYXRncHQtdG8tY29uZHVjdC1jeWJlci1hdHRhY2tzL9IBAA?oc=5,2023-03-29 07:00:00+00:00,CybersecurityNews,2023.0,2023-03,
61,"AI Researchers Uncover Alarming Vulnerabilities in Leading LLMs, Raising Cybersecurity Concerns - Cryptopolitan","<a href=""https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vd3d3LmNyeXB0b3BvbGl0YW4uY29tL2FpLXJlc2VhcmNoZXJzLXZ1bG5lcmFiaWxpdGllcy1sbG1zLWNvbmNlcm5zL9IBAA?oc=5"" target=""_blank"">AI Researchers Uncover Alarming Vulnerabilities in Leading LLMs, Raising Cybersecurity Concerns</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Cryptopolitan</font>",https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vd3d3LmNyeXB0b3BvbGl0YW4uY29tL2FpLXJlc2VhcmNoZXJzLXZ1bG5lcmFiaWxpdGllcy1sbG1zLWNvbmNlcm5zL9IBAA?oc=5,2023-10-15 07:00:00+00:00,Cryptopolitan,2023.0,2023-10,
62,How To Hack Google's Bard And All Other Chatbots - Dataconomy,"<a href=""https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vZGF0YWNvbm9teS5jb20vMjAyMy8wOS8wMS9ob3ctdG8taGFjay1nb29nbGUtYmFyZC1jaGF0Ym90cy_SAQA?oc=5"" target=""_blank"">How To Hack Google's Bard And All Other Chatbots</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Dataconomy</font>",https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vZGF0YWNvbm9teS5jb20vMjAyMy8wOS8wMS9ob3ctdG8taGFjay1nb29nbGUtYmFyZC1jaGF0Ym90cy_SAQA?oc=5,2023-09-01 07:00:00+00:00,Dataconomy,2023.0,2023-09,
63,OWASP Released Top 10 Critical Vulnerabilities for LLMs(AI models) - GBHackers,"<a href=""https://news.google.com/rss/articles/CBMiKGh0dHBzOi8vZ2JoYWNrZXJzLmNvbS9vd2FzcC10b3AtMTAtbGxtcy_SASxodHRwczovL2diaGFja2Vycy5jb20vb3dhc3AtdG9wLTEwLWxsbXMvYW1wLw?oc=5"" target=""_blank"">OWASP Released Top 10 Critical Vulnerabilities for LLMs(AI models)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">GBHackers</font>",https://news.google.com/rss/articles/CBMiKGh0dHBzOi8vZ2JoYWNrZXJzLmNvbS9vd2FzcC10b3AtMTAtbGxtcy_SASxodHRwczovL2diaGFja2Vycy5jb20vb3dhc3AtdG9wLTEwLWxsbXMvYW1wLw?oc=5,2023-07-19 07:00:00+00:00,GBHackers,2023.0,2023-07,
64,LLM meets Malware: Starting the Era of Autonomous Threat - Security Affairs,"<a href=""https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vc2VjdXJpdHlhZmZhaXJzLmNvbS8xNDc0NDcvbWFsd2FyZS9sbG0tbWVldHMtbWFsd2FyZS5odG1s0gFFaHR0cHM6Ly9zZWN1cml0eWFmZmFpcnMuY29tLzE0NzQ0Ny9tYWx3YXJlL2xsbS1tZWV0cy1tYWx3YXJlLmh0bWw_YW1w?oc=5"" target=""_blank"">LLM meets Malware: Starting the Era of Autonomous Threat</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Security Affairs</font>",https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vc2VjdXJpdHlhZmZhaXJzLmNvbS8xNDc0NDcvbWFsd2FyZS9sbG0tbWVldHMtbWFsd2FyZS5odG1s0gFFaHR0cHM6Ly9zZWN1cml0eWFmZmFpcnMuY29tLzE0NzQ0Ny9tYWx3YXJlL2xsbS1tZWV0cy1tYWx3YXJlLmh0bWw_YW1w?oc=5,2023-06-14 07:00:00+00:00,Security Affairs,2023.0,2023-06,
65,AI and the Five Phases of the Threat Intelligence Lifecycle - Mandiant,"<a href=""https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3Lm1hbmRpYW50LmNvbS9yZXNvdXJjZXMvYmxvZy9haS1maXZlLXBoYXNlcy1pbnRlbGxpZ2VuY2UtbGlmZWN5Y2xl0gEA?oc=5"" target=""_blank"">AI and the Five Phases of the Threat Intelligence Lifecycle</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mandiant</font>",https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3Lm1hbmRpYW50LmNvbS9yZXNvdXJjZXMvYmxvZy9haS1maXZlLXBoYXNlcy1pbnRlbGxpZ2VuY2UtbGlmZWN5Y2xl0gEA?oc=5,2023-08-24 07:00:00+00:00,Mandiant,2023.0,2023-08,
66,Ensuring the Security of Large Language Models: Strategies and Best Practices - Experts Exchange,"<a href=""https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy5leHBlcnRzLWV4Y2hhbmdlLmNvbS9hcnRpY2xlcy8zODIyMC9FbnN1cmluZy10aGUtU2VjdXJpdHktb2YtTGFyZ2UtTGFuZ3VhZ2UtTW9kZWxzLVN0cmF0ZWdpZXMtYW5kLUJlc3QtUHJhY3RpY2VzLmh0bWzSAQA?oc=5"" target=""_blank"">Ensuring the Security of Large Language Models: Strategies and Best Practices</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Experts Exchange</font>",https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy5leHBlcnRzLWV4Y2hhbmdlLmNvbS9hcnRpY2xlcy8zODIyMC9FbnN1cmluZy10aGUtU2VjdXJpdHktb2YtTGFyZ2UtTGFuZ3VhZ2UtTW9kZWxzLVN0cmF0ZWdpZXMtYW5kLUJlc3QtUHJhY3RpY2VzLmh0bWzSAQA?oc=5,2023-06-19 07:00:00+00:00,Experts Exchange,2023.0,2023-06,
67,Expert Insight: Dangers of Using Large Language Models Before They Are Baked - Dark Reading,"<a href=""https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LmRhcmtyZWFkaW5nLmNvbS92dWxuZXJhYmlsaXRpZXMtdGhyZWF0cy9leHBlcnQtaW5zaWdodC1kYW5nZXJzLW9mLXVzaW5nLWxhcmdlLWxhbmd1YWdlLW1vZGVscy1iZWZvcmUtdGhleS1hcmUtYmFrZWTSAQA?oc=5"" target=""_blank"">Expert Insight: Dangers of Using Large Language Models Before They Are Baked</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Dark Reading</font>",https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LmRhcmtyZWFkaW5nLmNvbS92dWxuZXJhYmlsaXRpZXMtdGhyZWF0cy9leHBlcnQtaW5zaWdodC1kYW5nZXJzLW9mLXVzaW5nLWxhcmdlLWxhbmd1YWdlLW1vZGVscy1iZWZvcmUtdGhleS1hcmUtYmFrZWTSAQA?oc=5,2023-04-20 07:00:00+00:00,Dark Reading,2023.0,2023-04,
